ID,Latitude,Longitude,Occurrence Status
ID_TR_CA197D,-35.211735,149.237769,0
ID_TR_C41CC4,-34.675948,143.705219,0
ID_TR_8540BC,-35.782795,147.448031,1
ID_TR_522477,-34.285102,150.243522,1
ID_TR_B50D51,-35.100136,149.373532,1
ID_TR_AF4E5E,-35.456636,149.138897,0
ID_TR_D099AF,-34.284525,148.307785,1
ID_TR_19AD28,-36.0708,146.852,1
ID_TR_9398D3,-32.512773,147.666211,0
ID_TR_7CE087,-35.480351,148.426678,0
ID_TR_F82081,-34.8554,149.147,1
ID_TR_189AC8,-34.916802,143.881709,0
ID_TR_A4D0C0,-38.152415,144.378035,1
ID_TR_6AEB62,-36.794114,145.386164,0
ID_TR_831387,-33.6193,150.161,1
ID_TR_BB82A5,-33.727419,144.789485,0
ID_TR_261541,-38.209765,144.18425,0
ID_TR_DE2964,-34.018556,146.806656,0
ID_TR_59CE43,-35.2757,143.039212,0
ID_TR_B68C50,-37.2055,145.681,1
ID_TR_A528BE,-36.557624,146.077986,1
ID_TR_E39554,-36.097515,146.638735,0
ID_TR_935740,-36.398464,150.060302,1
ID_TR_C27780,-36.723858,144.306887,1
ID_TR_FEAE8A,-33.3986,149.469,1
ID_TR_592C05,-35.046703,144.152692,0
ID_TR_E06989,-35.3424,149.342,1
ID_TR_F06D70,-37.6087,143.587,1
ID_TR_62191B,-33.850392,147.681376,0
ID_TR_46A62E,-37.538663,147.778758,0
ID_TR_4F8B31,-37.270073,145.282052,1
ID_TR_B5A9CA,-34.4461,150.448,1
ID_TR_49CF2F,-38.528687,145.783973,1
ID_TR_CAD249,-37.841535,145.136977,1
ID_TR_A98FEE,-34.942505,149.248978,1
ID_TR_42A26F,-35.2351,149.161,1
ID_TR_0D94EF,-37.836058,147.694374,0
ID_TR_7F2CC3,-34.560984,150.823749,1
ID_TR_2BCF3D,-36.240736,146.994757,0
ID_TR_10E81B,-38.141217,141.928189,0
ID_TR_989FCD,-37.905508,144.28225,0
ID_TR_875B57,-36.912464,140.374872,0
ID_TR_130EBE,-33.421471,147.20007,0
ID_TR_DDFDAD,-36.618134,144.633851,0
ID_TR_8B0894,-33.569118,150.657334,1
ID_TR_93486D,-31.826889,149.232244,1
ID_TR_37C536,-36.661747,145.669615,0
ID_TR_0BAF40,-38.119078,146.021973,1
ID_TR_1D8F75,-35.988041,148.11838,0
ID_TR_C0A0C0,-37.856436,145.319714,1
ID_TR_A8255D,-33.836719,151.053018,1
ID_TR_9D20F5,-36.822406,142.407266,0
ID_TR_7AACD9,-37.5479,145.124,1
ID_TR_4837A6,-34.154022,150.503451,1
ID_TR_A67147,-37.793964,145.303467,1
ID_TR_C9D5C7,-36.16478,149.738221,0
ID_TR_77CC34,-37.543644,149.021866,0
ID_TR_EE9909,-36.8983,144.804,1
ID_TR_83BE5D,-37.988021,147.121442,1
ID_TR_B8252E,-38.246171,143.900143,0
ID_TR_62704B,-35.2151,149.02,1
ID_TR_720516,-35.5626,149.814,1
ID_TR_C9DBA2,-36.42932,148.358872,1
ID_TR_FBEC2D,-32.570057,148.935248,0
ID_TR_9F4746,-37.570488,149.762933,1
ID_TR_2F977B,-35.785043,148.34682,0
ID_TR_4CA89E,-36.767292,148.716562,0
ID_TR_367390,-35.813608,146.003078,1
ID_TR_F0E347,-36.371598,145.449455,1
ID_TR_26E8FD,-33.737506,149.546929,0
ID_TR_483B9C,-33.4493,150.635,1
ID_TR_5315FA,-34.456427,149.245898,0
ID_TR_FB4227,-37.279893,141.500049,0
ID_TR_FA2233,-33.9889,151.026,1
ID_TR_B524D3,-33.685777,146.152438,0
ID_TR_DD4510,-37.5207,145.785,1
ID_TR_E8EFF8,-36.368164,142.980717,1
ID_TR_63E1F0,-38.7433,143.672,1
ID_TR_7BCA55,-34.83458,144.924416,0
ID_TR_CBA9E1,-35.1678,147.35,1
ID_TR_46A47E,-36.6329,146.344,1
ID_TR_1050EB,-37.5488,143.68,1
ID_TR_AC0193,-33.897545,147.322577,0
ID_TR_AE84DC,-38.344942,146.327216,0
ID_TR_8D4230,-37.041306,142.357555,0
ID_TR_76D2A8,-35.931002,145.662188,1
ID_TR_80F8CC,-37.653363,149.06372,0
ID_TR_B18051,-37.564571,140.77066,0
ID_TR_DAAEC5,-35.681933,149.909062,0
ID_TR_94EA42,-38.841988,143.54224,1
ID_TR_3438C5,-35.099636,149.566102,0
ID_TR_DB8DF0,-34.6054,150.621,1
ID_TR_38ECB9,-36.838928,141.59985,0
ID_TR_FD92F8,-35.665618,141.800673,0
ID_TR_DD78CE,-35.2156,147.348,1
ID_TR_8831EE,-37.8527,147.992,1
ID_TR_0FA14B,-37.938473,146.356225,0
ID_TR_3557D8,-32.327613,149.733762,0
ID_TR_8020E3,-38.428472,144.035752,0
ID_TR_57D63D,-37.322876,147.849147,0
ID_TR_749780,-33.537959,149.255932,1
ID_TR_8DDEB8,-34.6868,150.153,1
ID_TR_A41171,-36.114,150.054,1
ID_TR_7D7F95,-35.78991,142.387734,0
ID_TR_991BA0,-35.686225,144.320889,0
ID_TR_024FEA,-37.891995,143.363085,1
ID_TR_E99309,-36.059926,141.106676,0
ID_TR_3F8942,-37.270426,145.896249,1
ID_TR_7A5ACD,-33.190434,148.606678,0
ID_TR_C4722F,-38.451363,145.748198,0
ID_TR_91114D,-33.6941,150.588,1
ID_TR_BBFE19,-37.117446,146.087519,1
ID_TR_B52036,-33.6645,150.808,1
ID_TR_46E151,-38.036377,140.839262,1
ID_TR_190AB1,-33.557038,150.846282,1
ID_TR_F508A6,-35.533006,145.442721,0
ID_TR_643106,-37.176028,144.624795,0
ID_TR_E8E47A,-37.891446,143.36353,1
ID_TR_EA559F,-36.0,150.1,1
ID_TR_9D55F2,-37.553029,142.881933,1
ID_TR_2FF154,-36.912871,142.244189,0
ID_TR_B56C8B,-34.030225,150.677653,1
ID_TR_5AB096,-37.345,145.026,1
ID_TR_AC2954,-37.570313,145.678928,1
ID_TR_43595D,-35.309174,149.025256,1
ID_TR_80FBFC,-34.300921,147.430656,0
ID_TR_0BBCF6,-38.49183,145.299285,1
ID_TR_C720EF,-33.2752,149.125,1
ID_TR_C15AD8,-36.9622,146.157,1
ID_TR_52CEC2,-37.332538,143.908535,0
ID_TR_2B3645,-33.270297,150.207549,0
ID_TR_6709BC,-38.3923,147.104,1
ID_TR_85344A,-35.880915,143.025366,0
ID_TR_C4F9EA,-35.954361,148.807458,0
ID_TR_7E6B5E,-34.341388,148.734584,0
ID_TR_2B2C31,-38.409281,146.087108,1
ID_TR_21415E,-32.5888,149.593,1
ID_TR_7006B8,-33.2809,148.745,1
ID_TR_2872D5,-31.514318,148.245218,0
ID_TR_F9065E,-35.537487,149.665838,1
ID_TR_D02ED9,-38.02612,143.812626,0
ID_TR_AE0982,-34.908513,145.481058,0
ID_TR_6335B6,-36.241377,144.720972,1
ID_TR_37A1C6,-38.126451,143.861533,0
ID_TR_B185EA,-35.033416,149.102217,1
ID_TR_58E8FE,-37.062831,145.745154,1
ID_TR_267642,-33.68009,150.233761,1
ID_TR_4C7F59,-37.780274,145.049342,1
ID_TR_071303,-31.76442,148.56343,1
ID_TR_0323E1,-36.6154,144.511,1
ID_TR_E2BEC4,-34.931238,145.599336,0
ID_TR_2D6386,-35.82463,147.454243,0
ID_TR_446EFE,-37.0482,143.807,1
ID_TR_C7D100,-38.559784,146.217106,1
ID_TR_EA0332,-36.79899,144.35749,1
ID_TR_62E090,-32.259998,148.597282,1
ID_TR_5B3FB8,-36.361548,145.376266,1
ID_TR_B96BAD,-38.17436,146.245926,1
ID_TR_3A3DD4,-36.743613,146.955526,1
ID_TR_2943A3,-37.667,144.973,1
ID_TR_24F274,-33.692078,150.532656,1
ID_TR_CA469F,-37.7405,145.067,1
ID_TR_2AFF61,-38.158142,144.566549,1
ID_TR_9FB00E,-34.74077,148.13092,0
ID_TR_C776DA,-34.1,149.9,1
ID_TR_74C20F,-37.805389,147.609977,1
ID_TR_DA322F,-34.076421,147.171468,0
ID_TR_A1BD9D,-37.262549,144.195618,1
ID_TR_B475DC,-37.210225,142.534388,0
ID_TR_0BC884,-33.429718,149.819612,1
ID_TR_9CAA62,-36.993313,145.671039,0
ID_TR_B10BAB,-36.225,144.62004,0
ID_TR_6BEC74,-35.730437,148.99689,1
ID_TR_2A2270,-34.242423,147.397531,0
ID_TR_ED2EFF,-37.462821,145.851316,0
ID_TR_9F6295,-34.246726,150.975021,1
ID_TR_853B8B,-37.525431,146.925797,0
ID_TR_40D5EE,-36.8562,140.845,1
ID_TR_6984F0,-33.968836,148.896339,1
ID_TR_BBF5D0,-35.571863,141.66059,0
ID_TR_123F51,-35.885164,150.059384,1
ID_TR_7BCAFF,-34.8737,146.623,1
ID_TR_286CC8,-31.609802,148.015622,0
ID_TR_9AAF61,-34.7915,150.153,1
ID_TR_784882,-35.246092,149.352669,1
ID_TR_B53A00,-35.025091,145.570551,0
ID_TR_FB884E,-36.932801,146.964268,0
ID_TR_23869E,-33.5056,150.375,1
ID_TR_D075C6,-35.3768,149.037,1
ID_TR_CB8A9E,-33.309309,145.43066,0
ID_TR_DD68E6,-36.679969,144.305064,1
ID_TR_6D7366,-33.7734,147.781792,0
ID_TR_45A228,-37.39311,144.324178,1
ID_TR_4B96C1,-37.715705,143.848831,1
ID_TR_39BDA6,-35.705091,150.144829,0
ID_TR_B6E94D,-34.5405,146.328,1
ID_TR_02E94B,-35.550586,150.234777,1
ID_TR_042E5C,-38.030273,140.929982,0
ID_TR_AA96F3,-36.5847,146.377,1
ID_TR_9E41E8,-32.297918,147.175298,0
ID_TR_9907F9,-32.367877,147.753366,0
ID_TR_401CDB,-37.971211,145.536879,1
ID_TR_95BEFE,-38.182967,147.401555,0
ID_TR_AB7834,-37.356369,142.87976,0
ID_TR_EC5701,-35.7575,148.992,1
ID_TR_85D172,-36.911505,142.422647,0
ID_TR_C8FB03,-38.597678,146.16401,0
ID_TR_F36866,-33.226727,150.209228,1
ID_TR_C0FD64,-38.0836,143.083,1
ID_TR_66C948,-33.7311,150.714,1
ID_TR_05CF37,-35.692281,144.511543,0
ID_TR_C3BA8B,-36.3858,143.597,1
ID_TR_9735F0,-34.49657,150.776927,1
ID_TR_5650F9,-38.021339,145.417208,1
ID_TR_5E1F61,-35.4384,149.932,1
ID_TR_0CFBA1,-33.4361,149.566,1
ID_TR_1FFE13,-34.676573,150.803738,1
ID_TR_30C1A7,-36.413902,148.617138,1
ID_TR_EE1965,-34.146109,148.231851,0
ID_TR_A4BA80,-36.16771,148.34206,0
ID_TR_3F4D25,-38.3805,142.457,1
ID_TR_5ABBD3,-32.996872,150.480819,0
ID_TR_5B4FBA,-34.855714,148.006776,0
ID_TR_E3E5E0,-35.875761,146.22069,0
ID_TR_80E0A7,-38.33348,147.095262,0
ID_TR_3526A0,-35.331426,149.028988,1
ID_TR_307942,-38.4253,144.945,1
ID_TR_0F0DA1,-33.9701,151.095,1
ID_TR_45DC2F,-33.223282,147.115117,0
ID_TR_BEF8C1,-37.8637,141.808,1
ID_TR_17783D,-37.925104,143.460527,0
ID_TR_60B75C,-32.5854,149.582,1
ID_TR_64F092,-33.936204,148.888653,1
ID_TR_D7C1FA,-38.247894,145.160017,1
ID_TR_737B4F,-37.5373,144.728,1
ID_TR_C49402,-34.600804,150.318657,1
ID_TR_6AB406,-36.059048,148.472808,0
ID_TR_64E5CC,-35.22777,142.322505,0
ID_TR_4AFC30,-32.25906,148.585873,1
ID_TR_0D3770,-37.796339,147.224576,0
ID_TR_9D2999,-37.122214,143.970005,0
ID_TR_826583,-38.640651,145.602982,1
ID_TR_CEAEE5,-35.001229,150.658444,0
ID_TR_EF3EB6,-37.0555,148.32573,0
ID_TR_8C87C5,-37.7695,143.691,1
ID_TR_D71DC9,-35.280016,149.729828,0
ID_TR_57AC3D,-34.128131,151.131217,1
ID_TR_6257F7,-36.848389,145.089454,1
ID_TR_AAFCF3,-34.807696,143.078356,0
ID_TR_80889D,-35.8252,148.061,1
ID_TR_C64172,-35.354217,148.437938,0
ID_TR_BA81F3,-38.165717,146.566086,1
ID_TR_CEF09A,-36.797856,140.406691,0
ID_TR_514E2A,-34.580996,150.043822,0
ID_TR_69FBBF,-38.6676,143.86,1
ID_TR_238191,-38.08724,145.93488,0
ID_TR_CD0750,-38.2381,143.138,1
ID_TR_7A0619,-33.755402,150.623226,1
ID_TR_4B763B,-36.981067,144.063613,0
ID_TR_BB4CCC,-36.930666,141.961422,0
ID_TR_4E5EDF,-35.388727,142.971506,0
ID_TR_71B0BA,-34.482782,150.331049,1
ID_TR_370B40,-35.608806,149.769667,0
ID_TR_1B4C4F,-36.2716,143.358,1
ID_TR_DF967B,-36.739356,140.840456,0
ID_TR_2AF548,-35.645264,150.134313,1
ID_TR_543858,-37.269912,145.283191,1
ID_TR_D183B5,-37.1137,143.732,1
ID_TR_9D2DB3,-38.331879,144.99919,1
ID_TR_ACDCE9,-37.027475,141.751808,0
ID_TR_72B54A,-32.940106,146.376317,0
ID_TR_1D1545,-32.094565,148.512331,1
ID_TR_26F5D0,-36.15481,146.881704,1
ID_TR_B1C70E,-35.47498,144.166177,0
ID_TR_3F13BE,-37.754945,145.076573,1
ID_TR_FF5EA5,-37.386366,144.319884,1
ID_TR_D1A8AF,-33.073618,149.141813,0
ID_TR_A33B7F,-37.343773,144.1785,1
ID_TR_F00AAF,-37.785,145.44,1
ID_TR_891652,-34.490879,148.340605,1
ID_TR_DB7E82,-36.6097,144.209,1
ID_TR_D45534,-36.108915,147.59696,0
ID_TR_EF983D,-35.296981,149.67621,0
ID_TR_317111,-36.6335,145.713,1
ID_TR_969332,-37.3713,144.011,1
ID_TR_659181,-34.536624,145.156924,0
ID_TR_85F9CF,-35.511207,143.000737,0
ID_TR_8C3393,-36.143951,147.433173,1
ID_TR_955E03,-35.999794,150.138219,1
ID_TR_8664FB,-37.025007,147.237568,1
ID_TR_D49879,-36.768579,148.45533,0
ID_TR_49A822,-37.7951,145.111,1
ID_TR_54C7D0,-34.757,146.591,1
ID_TR_8FF906,-36.2562,144.412,1
ID_TR_4047B5,-38.723478,146.146842,1
ID_TR_3F84B4,-34.607844,150.618777,1
ID_TR_A2CD5B,-38.334755,143.593913,1
ID_TR_2A7000,-37.342414,140.891245,0
ID_TR_1F5381,-36.5018,142.018,1
ID_TR_F24392,-35.273468,147.375269,0
ID_TR_7D8539,-36.03849,149.385981,0
ID_TR_E946B1,-38.3743,146.604,1
ID_TR_DCCBDA,-33.659937,150.133018,1
ID_TR_F5EE4B,-34.493835,150.766156,1
ID_TR_7F9C56,-34.78454,145.819178,0
ID_TR_458764,-32.10361,148.326606,1
ID_TR_DCD697,-33.369549,150.000034,1
ID_TR_C774D9,-34.9143,147.48,1
ID_TR_B0FB0F,-37.807683,145.263736,1
ID_TR_7C7886,-38.1178,144.637,1
ID_TR_2D7242,-34.04865,144.620848,0
ID_TR_CC66D2,-33.610231,149.138702,1
ID_TR_E40815,-35.735809,150.189433,1
ID_TR_A19FD1,-38.1762,144.478,1
ID_TR_58904E,-37.703106,143.267672,0
ID_TR_8A2FB3,-37.7224,140.925,1
ID_TR_E48C06,-37.7265,141.141,1
ID_TR_EAB4CF,-33.6894,149.566,1
ID_TR_6022E3,-35.333316,149.481544,1
ID_TR_D6C848,-36.0799,145.688,1
ID_TR_5BAAE2,-37.936456,142.418152,0
ID_TR_39BC46,-37.847511,147.637535,1
ID_TR_45F3FB,-38.5319,145.504,1
ID_TR_F0936F,-34.846353,143.415819,0
ID_TR_3042C3,-37.774437,145.267263,1
ID_TR_A499AA,-38.3225,145.106,1
ID_TR_265651,-36.791214,148.627619,0
ID_TR_F1E791,-38.409,145.479,1
ID_TR_ABEBF7,-35.3285,143.563,1
ID_TR_969B47,-35.7,150.1,1
ID_TR_76B0AC,-37.990106,145.4318,0
ID_TR_6FE4C0,-35.317,149.161,1
ID_TR_B39EEA,-37.21136,145.429455,1
ID_TR_E76B7C,-34.835061,150.35132,0
ID_TR_2D9258,-38.0269,144.385,1
ID_TR_D38DE5,-33.48736,149.431964,0
ID_TR_25BF61,-35.784119,150.140368,1
ID_TR_AC90FC,-34.105652,151.079846,1
ID_TR_871C11,-37.139544,144.351818,1
ID_TR_017253,-36.7025,144.26,1
ID_TR_2E9BCA,-37.567936,140.73991,0
ID_TR_47B72A,-35.699667,148.996865,1
ID_TR_478645,-36.4618,145.388,1
ID_TR_60622F,-32.321255,148.522571,0
ID_TR_FCBBB8,-37.9541,143.373,1
ID_TR_E2A200,-36.800641,146.007859,1
ID_TR_FB1EDF,-33.021622,146.446454,0
ID_TR_BAD8BD,-37.940406,144.523498,0
ID_TR_37142B,-37.448582,144.86009,1
ID_TR_847F35,-35.452639,148.608462,0
ID_TR_762FB1,-33.354584,147.21689,0
ID_TR_FE4254,-36.5529,145.988137,1
ID_TR_B20F33,-34.83313,148.913156,1
ID_TR_968308,-36.93631,149.659337,1
ID_TR_B0591F,-38.3177,142.23,1
ID_TR_75A518,-34.7559,149.529,1
ID_TR_3E7935,-34.3857,144.107081,0
ID_TR_6642BF,-35.727873,148.067546,0
ID_TR_B5DDF7,-35.41272,143.809864,1
ID_TR_EA9BDD,-36.219329,146.944486,1
ID_TR_248F4F,-37.350105,144.973914,0
ID_TR_5AD8FA,-33.9183,147.204,1
ID_TR_21A626,-32.511155,150.091153,0
ID_TR_C992C4,-37.5451,149.452,1
ID_TR_BC7085,-37.864194,140.438561,0
ID_TR_0A6EF0,-36.234654,149.109499,1
ID_TR_3D4847,-37.807562,145.263615,1
ID_TR_0BC832,-33.3346,148.859,1
ID_TR_42095E,-33.403469,149.616381,1
ID_TR_536EAF,-36.003053,145.235897,0
ID_TR_FE0ECF,-37.409127,143.359775,1
ID_TR_A0D3C8,-36.3758,148.484,1
ID_TR_41167F,-33.965344,149.988918,0
ID_TR_7426F6,-37.9164,147.71,1
ID_TR_293130,-32.627047,149.837777,1
ID_TR_0DFD77,-36.156837,147.974401,0
ID_TR_47ECFD,-37.7166,145.051,1
ID_TR_7AF919,-36.388513,148.848057,1
ID_TR_EEBCB8,-37.641573,145.085825,1
ID_TR_B4BF84,-34.135645,144.664615,0
ID_TR_F2942A,-37.747592,145.286861,1
ID_TR_31A8F1,-38.007302,145.999131,1
ID_TR_166BE6,-35.609193,148.615139,0
ID_TR_BF7CF6,-37.761258,142.905421,0
ID_TR_8044CB,-33.2809,149.065,1
ID_TR_45C5C0,-33.9801,150.839,1
ID_TR_16EE6B,-34.042827,150.671115,1
ID_TR_1A4F13,-35.536993,142.057047,0
ID_TR_6B5BFD,-37.129981,144.332411,1
ID_TR_A510B2,-34.383537,143.839275,0
ID_TR_D71F5C,-36.034513,146.98524,1
ID_TR_66EADD,-37.733906,141.917085,0
ID_TR_6582DD,-37.1002,141.05,1
ID_TR_58D822,-34.328297,150.896029,1
ID_TR_BAEA40,-34.885389,150.472865,0
ID_TR_E4A8A8,-38.459868,143.112174,0
ID_TR_A5D623,-36.651895,141.185067,0
ID_TR_456BD8,-35.9441,144.358,1
ID_TR_39D785,-36.88379,148.162545,0
ID_TR_9A8231,-35.493705,146.580932,0
ID_TR_08B617,-35.281225,150.418689,0
ID_TR_2BF7EA,-37.030548,142.799039,1
ID_TR_457E5C,-33.9601,150.957,1
ID_TR_760AE0,-38.009221,143.687321,0
ID_TR_9693E3,-36.849337,144.276617,1
ID_TR_5FE247,-32.531777,149.24586,0
ID_TR_73C25D,-34.531518,150.218026,1
ID_TR_8E7E2B,-37.449655,144.175774,1
ID_TR_FA3695,-35.492385,147.56972,0
ID_TR_45DF7B,-33.570366,144.942654,0
ID_TR_B7D124,-35.0951,149.352,1
ID_TR_A43B87,-35.230591,149.404643,1
ID_TR_677FB4,-36.850496,149.072877,0
ID_TR_44D65F,-37.598724,144.230797,1
ID_TR_CA0268,-36.931717,149.679422,1
ID_TR_0F7C70,-37.493652,144.583676,1
ID_TR_7F0352,-35.0676,147.367,1
ID_TR_BF25A4,-34.779829,150.42883,1
ID_TR_E660B2,-35.047863,145.377331,0
ID_TR_8A356E,-37.752515,145.353506,1
ID_TR_AA4B93,-37.002608,141.55657,0
ID_TR_BC5881,-36.367879,146.695154,1
ID_TR_3886D8,-31.325044,148.913683,0
ID_TR_8BD595,-38.368734,144.981817,1
ID_TR_A3F269,-37.926147,145.615651,1
ID_TR_0C8D8B,-37.3888,144.268,1
ID_TR_66E37D,-37.234873,142.638827,1
ID_TR_1A5307,-38.2357,146.055,1
ID_TR_ADCA82,-33.842392,146.794538,0
ID_TR_9091AE,-34.102422,146.192129,0
ID_TR_782C2B,-38.4414,145.823,1
ID_TR_3F4A12,-36.782303,141.542161,0
ID_TR_344D0D,-35.104042,148.585971,1
ID_TR_6A0943,-36.1747,146.941,1
ID_TR_EFE6ED,-33.742667,150.479481,1
ID_TR_9EE674,-37.986402,145.900864,0
ID_TR_57BA63,-36.321621,146.301203,1
ID_TR_FE64FB,-36.9452,144.681,1
ID_TR_332EA4,-37.595223,143.220587,1
ID_TR_136A9E,-37.597163,143.121997,0
ID_TR_F63A4C,-36.3396,149.547,1
ID_TR_5AE60F,-34.4042,150.504,1
ID_TR_0CA080,-35.8323,149.129,1
ID_TR_602400,-36.457668,142.026215,1
ID_TR_39C5F0,-37.843882,145.314257,1
ID_TR_980106,-36.1,146.8,1
ID_TR_F6D9AD,-36.798625,142.02196,1
ID_TR_B2382A,-38.67012,143.493423,1
ID_TR_246718,-35.01142,149.236544,1
ID_TR_7C92F5,-36.06813,147.345583,0
ID_TR_45FAB1,-37.148623,146.871277,0
ID_TR_1C2AEF,-36.952639,144.279394,1
ID_TR_1BF6A8,-37.7612,140.653,1
ID_TR_A7317F,-33.780178,146.089213,0
ID_TR_D64626,-36.502547,143.434568,0
ID_TR_4D72AB,-36.438862,142.524177,0
ID_TR_724CAB,-38.0122,143.969,1
ID_TR_188C63,-37.649087,146.447164,0
ID_TR_7BAA32,-31.849446,147.751649,0
ID_TR_0BAB0B,-35.331233,143.155411,0
ID_TR_EF89A9,-33.383661,147.003821,0
ID_TR_378FBE,-36.907257,145.233503,1
ID_TR_2E05D1,-35.5044,150.368,1
ID_TR_6F9F4D,-35.119235,142.389114,0
ID_TR_FCD615,-36.341863,147.039761,1
ID_TR_BBC5C0,-34.042708,150.558113,0
ID_TR_7327AA,-34.659011,150.224376,1
ID_TR_1FB49C,-37.169,143.59,1
ID_TR_2FF4B8,-34.034108,151.165726,1
ID_TR_A17D22,-35.2,149.7,1
ID_TR_B7D8FF,-34.75746,149.664273,1
ID_TR_6046FD,-35.14848,145.127985,0
ID_TR_69A548,-37.571,145.415,1
ID_TR_88EE74,-34.761926,149.874677,1
ID_TR_CA33D6,-38.586151,146.351105,1
ID_TR_2BB3D5,-36.165036,141.785216,0
ID_TR_7CCED1,-38.058721,141.921071,1
ID_TR_EDA079,-33.5067,150.496,1
ID_TR_087685,-37.711365,145.072502,1
ID_TR_3A295B,-37.748349,145.713607,1
ID_TR_8D99AA,-34.6473,150.71,1
ID_TR_1FA9AE,-38.214565,141.439227,0
ID_TR_7AC915,-34.442737,147.600369,0
ID_TR_561B0C,-32.810553,148.456908,0
ID_TR_B0E8D6,-33.510494,145.676148,0
ID_TR_23175B,-31.596589,149.422086,0
ID_TR_046C2E,-31.969818,148.731151,0
ID_TR_954FE1,-38.236547,146.781051,0
ID_TR_16EA12,-36.6361,146.833,1
ID_TR_277E06,-37.1146,144.428,1
ID_TR_104393,-34.416054,150.863032,1
ID_TR_93B178,-37.7,142.9,1
ID_TR_DEF78E,-33.6706,149.771,1
ID_TR_90A032,-37.0612,144.308,1
ID_TR_FABA32,-33.114824,148.240581,0
ID_TR_50BED6,-35.5306,149.177,1
ID_TR_9F8BCF,-35.777591,148.802814,0
ID_TR_13FD00,-34.39589,150.886329,1
ID_TR_FC9BA5,-32.383747,147.419281,0
ID_TR_AAF328,-35.649842,145.152049,0
ID_TR_E04617,-31.703917,148.764072,0
ID_TR_220C09,-34.496274,150.776895,1
ID_TR_60F783,-33.642839,150.802653,1
ID_TR_C2342A,-34.175348,148.58209,0
ID_TR_48BC4A,-34.5693,145.814,1
ID_TR_41C32A,-33.5254,149.242,1
ID_TR_0B25CF,-35.660578,150.292526,1
ID_TR_E85EA5,-33.755432,150.62324,1
ID_TR_EFA5F5,-35.242829,142.295218,0
ID_TR_FE2BA3,-35.038458,149.226524,1
ID_TR_87065B,-37.3557,144.748,1
ID_TR_9F73CA,-34.4398,150.837,1
ID_TR_046426,-38.32298,147.072457,0
ID_TR_606EB3,-36.975677,144.184795,1
ID_TR_83ED55,-36.386584,142.589972,0
ID_TR_06FFF2,-34.8711,147.486,1
ID_TR_E0F997,-35.958644,145.03179,0
ID_TR_B32ABE,-34.528893,148.162995,1
ID_TR_F29EF5,-37.734346,146.285828,0
ID_TR_D92316,-37.203686,144.819377,0
ID_TR_1CDD10,-36.4228,148.625,1
ID_TR_0A688B,-34.689604,150.061625,0
ID_TR_8B851F,-36.4037,148.415,1
ID_TR_FF045F,-34.1368,151.114,1
ID_TR_718577,-36.251786,149.705077,0
ID_TR_88CB06,-36.527663,140.929697,0
ID_TR_F679DB,-36.873046,141.523487,0
ID_TR_B8F894,-33.769964,150.962461,1
ID_TR_1EDD20,-32.760368,148.8112,0
ID_TR_06232C,-36.1203,145.087,1
ID_TR_B96778,-36.986627,149.82128,1
